Date,Ingredients,Quantity Sold,Expiry Date,Promotion
2024-03-27,Mint,460,2024-04-03,Loyalty Discount
2024-03-28,"Herbal Leaves, Berries",185,2024-04-27,Seasonal Offer
2024-03-29,"Coffee Beans, Vegetables",461,2024-04-28,Free Shipping
2024-03-30,"Pasta Sauce, Cinnamon, Vegetables",255,2024-04-29,50% Off Clearance
2024-03-31,"Tea, Fruits, Cinnamon",83,2024-04-30,Flash Sale
2024-04-01,"Vanilla, Green Tea, Nuts, Pasta Sauce",296,2024-05-31,Bundle Deal
2024-04-02,"Chocolate, Cardamom, Butter, Coffee Beans",398,2024-06-01,50% Off Clearance
2024-04-03,Pineapple,377,2024-04-10,Loyalty Discount
2024-04-04,"Vanilla, Ice Cream",132,2024-06-03,Bundle Deal
2024-04-05,"Lemon, Milk, Tea, Tomato Sauce",370,2024-05-05,Free Shipping
2024-04-06,"Vegetables, Tea",327,2024-05-06,Flash Sale
2024-04-07,"Lemon, Mint",66,2024-04-14,10% Off
2024-04-08,"Mint, Cream, Fruits",236,2024-04-15,50% Off Clearance
2024-04-09,"Ice Cream, Cream, Herbal Leaves, Berries",55,2024-05-09,5% Off
2024-04-10,"Vegetables, Herbal Leaves, Ice Cream",151,2024-05-10,10% Off
2024-04-11,"Pasta Sauce, Pineapple, Cardamom",295,2024-05-11,Free Shipping
2024-04-12,Pasta Sauce,336,2024-05-12,10% Off
2024-04-13,Coffee Beans,132,2024-05-13,Flash Sale
2024-04-14,"Tea, Milk, Herbal Leaves",479,2024-05-14,Seasonal Offer
2024-04-15,Nuts,476,2024-06-14,Loyalty Discount
2024-04-16,"Brownie, Milk",409,2024-04-26,Free Shipping
2024-04-17,"Green Tea, Chocolate",223,2024-06-16,New Year Sale
2024-04-18,Cardamom,354,2024-05-18,50% Off Clearance
2024-04-19,"Green Tea, Herbal Leaves",235,2024-05-19,Flash Sale
2024-04-20,"Mint, Flour",106,2024-06-19,10% Off
2024-04-21,Brownie,83,2024-05-01,Loyalty Discount
2024-04-22,"Cream, Pineapple, Orange",161,2024-04-29,Bundle Deal
2024-04-23,Cinnamon,250,2024-05-23,Buy 1 Get 1
2024-04-24,"Butter, Pasta Sauce",344,2024-05-24,Free Shipping
2024-04-25,"Cardamom, Sugar",450,2024-06-24,10% Off
2024-04-26,"Ice Cream, Spices, Milk",112,2024-06-25,5% Off
2024-04-27,"Vegetables, Fruits",340,2024-05-04,10% Off
2024-04-28,"Orange, Nuts",387,2024-06-27,New Year Sale
2024-04-29,"Tortilla, Tea",195,2024-05-29,Loyalty Discount
2024-04-30,"Eggs, Ice Cream, Vegetables, Cinnamon",218,2024-05-30,Free Shipping
2024-05-01,"Milk, Pineapple",182,2024-05-08,Loyalty Discount
2024-05-02,Chocolate,425,2024-07-01,Loyalty Discount
2024-05-03,Berries,164,2024-05-10,Bundle Deal
2024-05-04,Flour,252,2024-07-03,Buy 1 Get 1
2024-05-05,"Vanilla, Tortilla",363,2024-07-04,Flash Sale
2024-05-06,"Cinnamon, Almond Milk, Brownie, Eggs",116,2024-06-05,Loyalty Discount
2024-05-07,"Cream, Eggs, Tea, Cinnamon",499,2024-06-06,Free Shipping
2024-05-08,"Tortilla, Vegetables, Berries",228,2024-05-23,10% Off
2024-05-09,"Vanilla, Spices, Tea, Tortilla",138,2024-07-08,5% Off
2024-05-10,Beans,355,2024-06-09,Bundle Deal
2024-05-11,"Mint, Fruits, Spices",456,2024-07-10,Seasonal Offer
2024-05-12,"Eggs, Green Tea",71,2024-06-11,Seasonal Offer
2024-05-13,"Green Tea, Fruits, Vegetables, Pasta Sauce",388,2024-06-12,Free Shipping
2024-05-14,Ice Cream,100,2024-06-13,Buy 1 Get 1
2024-05-15,Mint,71,2024-05-22,Seasonal Offer
2024-05-16,"Coffee Beans, Butter, Pineapple",257,2024-06-15,5% Off
2024-05-17,"Cardamom, Cheese, Vegetables, Chocolate",298,2024-07-16,Buy 1 Get 1
2024-05-18,"Tortilla, Mint, Cinnamon",200,2024-06-17,10% Off
2024-05-19,"Beans, Cardamom",211,2024-06-18,Flash Sale
2024-05-20,"Cheese, Green Tea",480,2024-06-19,New Year Sale
2024-05-21,"Pineapple, Vanilla, Cheese",277,2024-07-20,Bundle Deal
2024-05-22,"Coffee Beans, Sugar",499,2024-07-21,Flash Sale
2024-05-23,"Butter, Cheese, Mint",107,2024-06-06,New Year Sale
2024-05-24,"Cream, Berries, Nuts, Pasta Sauce",491,2024-07-23,Bundle Deal
2024-05-25,Chocolate,284,2024-07-24,Buy 1 Get 1
2024-05-26,"Milk, Spices",299,2024-07-25,10% Off
2024-05-27,"Tortilla, Coffee Beans",323,2024-06-26,50% Off Clearance
2024-05-28,"Green Tea, Flour, Pasta Sauce, Mint",375,2024-07-27,Bundle Deal
2024-05-29,Butter,206,2024-06-12,Flash Sale
2024-05-30,Cardamom,428,2024-06-29,Buy 1 Get 1
2024-05-31,Coffee Beans,148,2024-06-30,5% Off
2024-06-01,"Green Tea, Flour, Milk, Herbal Leaves",461,2024-07-31,New Year Sale
2024-06-02,"Cardamom, Cream, Milk, Butter",198,2024-07-02,10% Off
2024-06-03,"Flour, Almond Milk, Ice Cream",119,2024-08-02,50% Off Clearance
2024-06-04,"Chocolate, Pasta Sauce",286,2024-08-03,Buy 1 Get 1
2024-06-05,"Vanilla, Sugar",311,2024-08-04,Loyalty Discount
2024-06-06,"Spices, Cinnamon, Tomato Sauce, Brownie",161,2024-08-05,Flash Sale
2024-06-07,"Tortilla, Fruits, Chocolate, Herbal Leaves",166,2024-08-06,10% Off
2024-06-08,"Fruits, Orange, Cinnamon",354,2024-07-08,Bundle Deal
2024-06-09,"Berries, Tomato Sauce, Spices",54,2024-08-08,Seasonal Offer
2024-06-10,"Cardamom, Fruits",318,2024-07-10,Loyalty Discount
2024-06-11,"Pineapple, Cinnamon, Flour",158,2024-08-10,5% Off
2024-06-12,"Cardamom, Brownie, Cheese, Vegetables",318,2024-07-12,Buy 1 Get 1
2024-06-13,"Almond Milk, Brownie",75,2024-06-27,5% Off
2024-06-14,Pasta Sauce,407,2024-07-14,Buy 1 Get 1
2024-06-15,"Cream, Cheese, Berries",380,2024-06-29,Buy 1 Get 1
2024-06-16,"Eggs, Orange",391,2024-06-30,5% Off
2024-06-17,"Berries, Vegetables, Pineapple, Sugar",359,2024-08-16,Free Shipping
2024-06-18,"Flour, Tomato Sauce, Pasta Sauce",312,2024-08-17,50% Off Clearance
2024-06-19,"Tomato Sauce, Herbal Leaves",411,2024-07-19,Free Shipping
2024-06-20,Flour,482,2024-08-19,Bundle Deal
2024-06-21,"Lemon, Tea",135,2024-07-21,Free Shipping
2024-06-22,"Mint, Cream, Vegetables, Milk",302,2024-06-29,New Year Sale
2024-06-23,"Green Tea, Mint, Almond Milk",277,2024-07-23,10% Off
2024-06-24,Pasta Sauce,103,2024-07-24,Loyalty Discount
2024-06-25,Spices,379,2024-08-24,New Year Sale
2024-06-26,"Ice Cream, Herbal Leaves",132,2024-07-26,Free Shipping
2024-06-27,Cardamom,436,2024-07-27,Bundle Deal
2024-06-28,"Milk, Cheese, Pineapple, Eggs",81,2024-07-12,Free Shipping
2024-06-29,"Berries, Tortilla",90,2024-07-14,Seasonal Offer
2024-06-30,"Chocolate, Cheese",458,2024-08-29,Free Shipping
2024-07-01,"Chocolate, Ice Cream, Butter",392,2024-08-30,5% Off
2024-07-02,"Eggs, Nuts, Milk, Tea",322,2024-08-31,50% Off Clearance
2024-07-03,"Cinnamon, Chocolate, Ice Cream",195,2024-09-01,10% Off
2024-07-04,"Orange, Green Tea, Brownie",444,2024-08-03,Buy 1 Get 1
2024-07-05,Chocolate,115,2024-09-03,New Year Sale
2024-07-06,"Sugar, Spices, Orange",180,2024-09-04,10% Off
2024-07-07,"Berries, Vegetables",389,2024-07-14,Flash Sale
2024-07-08,"Nuts, Brownie, Vegetables",205,2024-09-06,5% Off
2024-07-09,"Cinnamon, Beans",279,2024-08-08,New Year Sale
2024-07-10,"Tortilla, Sugar, Herbal Leaves, Pasta Sauce",185,2024-09-08,5% Off
2024-07-11,"Butter, Chocolate, Sugar",90,2024-09-09,Loyalty Discount
2024-07-12,"Milk, Tea, Flour, Herbal Leaves",264,2024-09-10,Bundle Deal
2024-07-13,"Berries, Ice Cream, Milk, Flour",473,2024-09-11,50% Off Clearance
2024-07-14,"Cream, Milk, Coffee Beans, Butter",57,2024-08-13,Loyalty Discount
2024-07-15,"Tortilla, Brownie, Coffee Beans, Lemon",215,2024-08-14,10% Off
2024-07-16,Beans,324,2024-08-15,Loyalty Discount
2024-07-17,"Coffee Beans, Nuts, Cheese",119,2024-09-15,10% Off
2024-07-18,"Coffee Beans, Mint",445,2024-08-17,50% Off Clearance
2024-07-19,Fruits,307,2024-07-26,New Year Sale
2024-07-20,Berries,99,2024-07-27,5% Off
2024-07-21,"Herbal Leaves, Nuts, Vanilla",254,2024-09-19,New Year Sale
2024-07-22,"Green Tea, Pasta Sauce, Cheese",90,2024-08-21,Free Shipping
2024-07-23,"Brownie, Butter, Vanilla, Sugar",82,2024-09-21,Bundle Deal
2024-07-24,"Tomato Sauce, Butter, Almond Milk",295,2024-08-23,Seasonal Offer
2024-07-25,"Tortilla, Spices, Butter",215,2024-09-23,Seasonal Offer
2024-07-26,"Herbal Leaves, Butter, Sugar, Berries",341,2024-09-24,Buy 1 Get 1
2024-07-27,"Pineapple, Ice Cream, Orange",307,2024-08-26,New Year Sale
2024-07-28,"Fruits, Green Tea",62,2024-08-27,5% Off
2024-07-29,"Berries, Eggs",154,2024-08-12,Free Shipping
2024-07-30,"Milk, Chocolate, Herbal Leaves",190,2024-09-28,Bundle Deal
2024-07-31,"Tea, Milk, Tomato Sauce, Berries",139,2024-08-30,Free Shipping
2024-08-01,"Nuts, Sugar, Spices",59,2024-09-30,Seasonal Offer
2024-08-02,"Orange, Tortilla, Flour, Coffee Beans",149,2024-10-01,50% Off Clearance
2024-08-03,"Tea, Flour, Cinnamon",124,2024-10-02,Buy 1 Get 1
2024-08-04,"Pasta Sauce, Tea, Coffee Beans",397,2024-09-03,5% Off
2024-08-05,Ice Cream,108,2024-09-04,Loyalty Discount
2024-08-06,"Cardamom, Green Tea, Berries, Tomato Sauce",152,2024-09-05,50% Off Clearance
2024-08-07,"Brownie, Berries",331,2024-08-17,Flash Sale
2024-08-08,Pasta Sauce,308,2024-09-07,New Year Sale
2024-08-09,"Vegetables, Ice Cream, Fruits",140,2024-09-08,New Year Sale
2024-08-10,Eggs,118,2024-08-24,Flash Sale
2024-08-11,"Fruits, Chocolate, Coffee Beans",318,2024-10-10,Loyalty Discount
2024-08-12,"Almond Milk, Green Tea, Flour",96,2024-10-11,Free Shipping
2024-08-13,"Sugar, Orange",242,2024-10-12,Bundle Deal
2024-08-14,Spices,123,2024-10-13,5% Off
2024-08-15,"Herbal Leaves, Cardamom",208,2024-09-14,Seasonal Offer
2024-08-16,"Chocolate, Ice Cream, Cardamom, Green Tea",399,2024-10-15,Free Shipping
2024-08-17,"Almond Milk, Chocolate, Fruits, Lemon",270,2024-10-16,Loyalty Discount
2024-08-18,"Pineapple, Tea, Flour, Almond Milk",475,2024-10-17,Buy 1 Get 1
2024-08-19,"Fruits, Mint",146,2024-08-26,50% Off Clearance
2024-08-20,"Tea, Eggs, Lemon",372,2024-09-19,Buy 1 Get 1
2024-08-21,"Butter, Cinnamon, Vegetables, Beans",275,2024-09-20,10% Off
2024-08-22,"Ice Cream, Eggs, Berries, Vanilla",404,2024-10-21,50% Off Clearance
2024-08-23,Flour,71,2024-10-22,Buy 1 Get 1
2024-08-24,"Almond Milk, Cream",294,2024-09-07,10% Off
2024-08-25,"Almond Milk, Spices",278,2024-10-24,10% Off
2024-08-26,"Vegetables, Fruits, Orange",449,2024-09-02,Loyalty Discount
2024-08-27,Flour,355,2024-10-26,Loyalty Discount
2024-08-28,"Tea, Brownie, Cardamom, Cream",127,2024-09-27,Bundle Deal
2024-08-29,"Vanilla, Green Tea, Tomato Sauce, Chocolate",111,2024-10-28,New Year Sale
2024-08-30,"Sugar, Berries, Tomato Sauce",80,2024-10-29,Seasonal Offer
2024-08-31,"Brownie, Almond Milk",428,2024-09-14,5% Off
2024-09-01,"Milk, Brownie, Mint, Orange",456,2024-09-11,New Year Sale
2024-09-02,"Orange, Lemon, Berries, Eggs",119,2024-09-16,10% Off
2024-09-03,Pasta Sauce,225,2024-10-03,New Year Sale
2024-09-04,"Vegetables, Orange",232,2024-09-11,Seasonal Offer
2024-09-05,Vanilla,181,2024-11-04,Bundle Deal
2024-09-06,"Vanilla, Pasta Sauce",114,2024-11-05,10% Off
2024-09-07,Almond Milk,304,2024-09-21,Seasonal Offer
2024-09-08,Nuts,478,2024-11-07,Bundle Deal
2024-09-09,"Cheese, Nuts",416,2024-11-08,5% Off
2024-09-10,Tea,230,2024-10-10,Flash Sale
2024-09-11,"Berries, Green Tea, Tea, Butter",61,2024-10-11,50% Off Clearance
2024-09-12,Fruits,67,2024-09-19,Bundle Deal
2024-09-13,"Cheese, Berries, Pasta Sauce, Ice Cream",118,2024-10-13,50% Off Clearance
2024-09-14,"Tortilla, Flour, Berries, Sugar",496,2024-11-13,5% Off
2024-09-15,"Lemon, Sugar",324,2024-11-14,Free Shipping
2024-09-16,Berries,133,2024-09-23,5% Off
2024-09-17,"Tea, Flour, Tomato Sauce, Butter",386,2024-11-16,50% Off Clearance
2024-09-18,"Cream, Cinnamon",198,2024-10-18,5% Off
2024-09-19,"Pineapple, Tomato Sauce, Cream",217,2024-10-19,5% Off
2024-09-20,"Cream, Vegetables, Pasta Sauce",257,2024-10-20,Bundle Deal
2024-09-21,"Tomato Sauce, Butter, Cardamom",266,2024-10-21,Free Shipping
2024-09-22,"Nuts, Ice Cream, Cheese, Milk",420,2024-11-21,Loyalty Discount
2024-09-23,"Mint, Almond Milk, Butter",476,2024-10-07,5% Off
2024-09-24,"Vanilla, Cinnamon, Nuts",393,2024-11-23,5% Off
2024-09-25,"Tea, Tortilla, Mint, Cream",496,2024-10-25,Buy 1 Get 1
2024-09-26,Chocolate,314,2024-11-25,Free Shipping
2024-09-27,Mint,328,2024-10-04,10% Off
2024-09-28,"Tea, Milk",251,2024-10-28,Buy 1 Get 1
2024-09-29,Orange,160,2024-10-06,New Year Sale
2024-09-30,Orange,71,2024-10-07,New Year Sale
2024-10-01,"Pasta Sauce, Vanilla, Vegetables",172,2024-11-30,Bundle Deal
2024-10-02,Tortilla,408,2024-10-17,Buy 1 Get 1
2024-10-03,"Tomato Sauce, Pasta Sauce, Tea",77,2024-11-02,Free Shipping
2024-10-04,"Eggs, Cardamom",154,2024-11-03,10% Off
2024-10-05,"Coffee Beans, Tomato Sauce, Tortilla, Pasta Sauce",144,2024-11-04,Flash Sale
2024-10-06,"Pasta Sauce, Tea, Butter, Orange",177,2024-11-05,Seasonal Offer
2024-10-07,Pineapple,102,2024-10-14,Seasonal Offer
2024-10-08,"Cinnamon, Cardamom, Pasta Sauce, Flour",284,2024-12-07,5% Off
2024-10-09,"Eggs, Sugar, Coffee Beans, Cheese",245,2024-12-08,5% Off
2024-10-10,"Pineapple, Nuts, Vanilla",489,2024-12-09,5% Off
2024-10-11,"Butter, Brownie",401,2024-10-25,Flash Sale
2024-10-12,"Tortilla, Tomato Sauce",268,2024-11-11,Flash Sale
2024-10-13,"Orange, Almond Milk, Sugar, Mint",390,2024-12-12,Loyalty Discount
2024-10-14,"Eggs, Tortilla",421,2024-10-29,Free Shipping
2024-10-15,"Tomato Sauce, Orange, Cream, Pineapple",218,2024-11-14,Flash Sale
2024-10-16,"Almond Milk, Brownie, Mint, Tortilla",458,2024-10-31,50% Off Clearance
2024-10-17,"Green Tea, Cinnamon, Sugar, Herbal Leaves",166,2024-12-16,Flash Sale
2024-10-18,"Pineapple, Vegetables, Butter",301,2024-11-01,Seasonal Offer
2024-10-19,"Pasta Sauce, Mint, Nuts",149,2024-12-18,Buy 1 Get 1
2024-10-20,"Flour, Cheese, Spices, Almond Milk",276,2024-12-19,Free Shipping
2024-10-21,"Berries, Mint",307,2024-10-28,Seasonal Offer
2024-10-22,Butter,273,2024-11-05,Bundle Deal
2024-10-23,Nuts,500,2024-12-22,5% Off
2024-10-24,"Pasta Sauce, Spices, Cheese, Cream",151,2024-12-23,Free Shipping
2024-10-25,Vanilla,365,2024-12-24,New Year Sale
2024-10-26,"Butter, Cinnamon, Lemon",387,2024-11-25,Bundle Deal
2024-10-27,"Vanilla, Tea, Cinnamon",363,2024-12-26,Buy 1 Get 1
2024-10-28,"Lemon, Tea, Beans, Green Tea",105,2024-11-27,Seasonal Offer
2024-10-29,"Almond Milk, Orange, Pasta Sauce, Pineapple",168,2024-11-28,Buy 1 Get 1
2024-10-30,"Lemon, Green Tea",491,2024-11-29,Free Shipping
2024-10-31,"Orange, Fruits, Pasta Sauce",300,2024-11-30,10% Off
2024-11-01,"Tea, Cinnamon, Milk, Coffee Beans",59,2024-12-01,Seasonal Offer
2024-11-02,"Pasta Sauce, Fruits, Orange",477,2024-12-02,New Year Sale
2024-11-03,"Chocolate, Pasta Sauce",85,2025-01-02,Buy 1 Get 1
2024-11-04,"Nuts, Cardamom, Spices, Pasta Sauce",229,2025-01-03,10% Off
2024-11-05,Coffee Beans,292,2024-12-05,Bundle Deal
2024-11-06,Ice Cream,397,2024-12-06,Buy 1 Get 1
2024-11-07,"Tortilla, Berries",298,2024-11-22,Bundle Deal
2024-11-08,"Brownie, Lemon, Pineapple, Eggs",406,2024-11-22,5% Off
2024-11-09,"Chocolate, Eggs, Sugar",384,2025-01-08,Loyalty Discount
2024-11-10,Cream,233,2024-11-17,Seasonal Offer
2024-11-11,"Chocolate, Vegetables, Cheese",479,2025-01-10,Flash Sale
2024-11-12,"Tea, Vegetables, Beans, Berries",60,2024-12-12,Loyalty Discount
2024-11-13,"Berries, Eggs",349,2024-11-27,50% Off Clearance
2024-11-14,Milk,190,2024-11-21,Free Shipping
2024-11-15,"Vegetables, Cardamom, Pineapple",475,2024-12-15,Buy 1 Get 1
2024-11-16,"Milk, Eggs",333,2024-11-30,50% Off Clearance
2024-11-17,Tomato Sauce,338,2024-12-17,5% Off
2024-11-18,Flour,384,2025-01-17,Flash Sale
2024-11-19,"Almond Milk, Pasta Sauce",400,2024-12-19,50% Off Clearance
2024-11-20,"Fruits, Berries, Green Tea",91,2024-12-20,Seasonal Offer
2024-11-21,"Cream, Herbal Leaves",81,2024-12-21,New Year Sale
2024-11-22,"Brownie, Pasta Sauce, Sugar",340,2025-01-21,Flash Sale
2024-11-23,"Chocolate, Tortilla",106,2025-01-22,Loyalty Discount
2024-11-24,Herbal Leaves,108,2024-12-24,Loyalty Discount
2024-11-25,"Cheese, Cardamom, Coffee Beans",70,2024-12-25,Loyalty Discount
2024-11-26,Orange,199,2024-12-03,Free Shipping
2024-11-27,"Nuts, Pineapple, Eggs",95,2025-01-26,Buy 1 Get 1
2024-11-28,"Butter, Fruits",344,2024-12-12,Buy 1 Get 1
2024-11-29,"Eggs, Butter",195,2024-12-13,Flash Sale
2024-11-30,"Lemon, Spices, Flour, Beans",351,2025-01-29,Loyalty Discount
2024-12-01,"Butter, Cinnamon, Flour",120,2025-01-30,Flash Sale
2024-12-02,"Vegetables, Cinnamon, Flour",369,2025-01-31,5% Off
2024-12-03,Eggs,364,2024-12-17,Bundle Deal
2024-12-04,"Flour, Pineapple, Ice Cream",56,2025-02-02,Bundle Deal
2024-12-05,"Cardamom, Mint",119,2025-01-04,Free Shipping
2024-12-06,Orange,61,2024-12-13,Loyalty Discount
2024-12-07,"Fruits, Tortilla",306,2024-12-22,50% Off Clearance
2024-12-08,Tortilla,140,2024-12-23,Bundle Deal
2024-12-09,"Tomato Sauce, Herbal Leaves",140,2025-01-08,Loyalty Discount
2024-12-10,Orange,444,2024-12-17,Seasonal Offer
2024-12-11,"Cinnamon, Cardamom, Nuts",152,2025-02-09,10% Off
2024-12-12,"Almond Milk, Tortilla",406,2024-12-27,Flash Sale
2024-12-13,"Cheese, Green Tea, Mint, Beans",259,2025-01-12,New Year Sale
2024-12-14,"Beans, Eggs, Sugar",426,2025-02-12,5% Off
2024-12-15,Vanilla,432,2025-02-13,Seasonal Offer
2024-12-16,"Cheese, Coffee Beans, Butter, Tortilla",366,2025-01-15,Flash Sale
2024-12-17,"Cheese, Berries",246,2024-12-31,Loyalty Discount
2024-12-18,"Brownie, Cream, Lemon, Butter",281,2025-01-01,Seasonal Offer
2024-12-19,"Eggs, Sugar, Mint",345,2025-02-17,10% Off
2024-12-20,Cheese,258,2025-01-03,Flash Sale
2024-12-21,"Spices, Eggs, Cardamom",186,2025-02-19,Seasonal Offer
2024-12-22,Brownie,108,2025-01-01,Free Shipping
2024-12-23,"Spices, Sugar, Vanilla, Mint",211,2025-02-21,Flash Sale
2024-12-24,Vegetables,385,2024-12-31,New Year Sale
2024-12-25,"Lemon, Herbal Leaves, Pineapple",203,2025-01-24,Free Shipping
2024-12-26,"Spices, Lemon",299,2025-02-24,Flash Sale
2024-12-27,"Chocolate, Sugar, Flour, Vanilla",67,2025-02-25,Loyalty Discount
2024-12-28,"Chocolate, Coffee Beans, Butter, Tea",272,2025-02-26,New Year Sale
2024-12-29,"Tomato Sauce, Butter",405,2025-01-28,Bundle Deal
2024-12-30,"Pineapple, Tortilla",270,2025-01-14,10% Off
2024-01-01,"Spices, Sugar, Cardamom, Vegetables",493,2024-03-01,5% Off
2024-01-02,"Pasta Sauce, Herbal Leaves",357,2024-02-01,Free Shipping
2024-01-03,"Spices, Beans, Sugar",64,2024-03-03,Free Shipping
2024-01-04,"Cream, Coffee Beans, Spices",282,2024-03-04,Seasonal Offer
2024-01-05,"Coffee Beans, Milk, Tea, Brownie",70,2024-02-04,Free Shipping
2024-01-06,"Nuts, Brownie",57,2024-03-06,Flash Sale
2024-01-07,"Tortilla, Coffee Beans, Nuts, Eggs",263,2024-03-07,Bundle Deal
2024-01-08,"Tomato Sauce, Nuts, Cheese",88,2024-03-08,Seasonal Offer
2024-01-09,"Tea, Eggs, Vegetables",212,2024-02-08,Seasonal Offer
2024-01-10,"Vanilla, Tortilla, Pineapple",234,2024-03-10,Buy 1 Get 1
2024-01-11,"Cinnamon, Berries",474,2024-02-10,5% Off
2024-01-12,Spices,67,2024-03-12,Buy 1 Get 1
2024-01-13,"Herbal Leaves, Tea, Eggs",212,2024-02-12,5% Off
2024-01-14,"Butter, Green Tea, Tomato Sauce",51,2024-02-13,Flash Sale
2024-01-15,Cheese,469,2024-01-29,Bundle Deal
2024-01-16,Green Tea,53,2024-02-15,Buy 1 Get 1
2024-01-17,"Cheese, Green Tea, Vegetables",126,2024-02-16,Flash Sale
2024-01-18,"Beans, Cream",240,2024-02-17,Bundle Deal
2024-01-19,"Orange, Sugar",104,2024-03-19,Bundle Deal
2024-01-20,"Herbal Leaves, Cream, Pineapple, Almond Milk",292,2024-02-19,Buy 1 Get 1
2024-01-21,"Eggs, Lemon, Cheese",356,2024-02-04,Seasonal Offer
2024-01-22,"Butter, Chocolate, Ice Cream",172,2024-03-22,Buy 1 Get 1
2024-01-23,"Cinnamon, Coffee Beans, Fruits",401,2024-02-22,Loyalty Discount
2024-01-24,"Pasta Sauce, Mint",175,2024-02-23,Flash Sale
2024-01-25,"Mint, Vegetables",218,2024-02-01,Free Shipping
2024-01-26,"Vegetables, Cheese",147,2024-02-09,Loyalty Discount
2024-01-27,"Orange, Pasta Sauce",425,2024-02-26,50% Off Clearance
2024-01-28,"Pineapple, Lemon, Beans",262,2024-02-27,5% Off
2024-01-29,"Cinnamon, Mint",116,2024-02-28,Free Shipping
2024-01-30,Tea,428,2024-02-29,50% Off Clearance
2024-01-31,Pineapple,308,2024-02-07,Flash Sale
2024-02-01,"Flour, Mint",166,2024-04-01,Loyalty Discount
2024-02-02,Milk,154,2024-02-09,50% Off Clearance
2024-02-03,"Vanilla, Cinnamon, Pasta Sauce, Mint",470,2024-04-03,New Year Sale
2024-02-04,"Tea, Eggs",489,2024-03-05,Flash Sale
2024-02-05,"Sugar, Cardamom, Pasta Sauce, Tortilla",353,2024-04-05,New Year Sale
2024-02-06,"Cinnamon, Chocolate, Almond Milk",227,2024-04-06,Free Shipping
2024-02-07,"Vegetables, Cardamom",132,2024-03-08,10% Off
2024-02-08,"Brownie, Eggs, Orange, Beans",432,2024-03-09,Flash Sale
2024-02-09,"Orange, Pasta Sauce, Beans, Tea",78,2024-03-10,Loyalty Discount
2024-02-10,"Sugar, Brownie",94,2024-04-10,Flash Sale
2024-02-11,"Eggs, Vanilla, Coffee Beans",315,2024-04-11,5% Off
2024-02-12,Beans,204,2024-03-13,Seasonal Offer
2024-02-13,"Milk, Mint, Ice Cream",132,2024-03-14,10% Off
2024-02-14,"Pasta Sauce, Butter",124,2024-03-15,Seasonal Offer
2024-02-15,"Cardamom, Berries, Green Tea, Herbal Leaves",427,2024-03-16,Buy 1 Get 1
2024-02-16,"Sugar, Milk, Pineapple, Tomato Sauce",301,2024-04-16,Buy 1 Get 1
2024-02-17,"Mint, Flour, Herbal Leaves, Sugar",159,2024-04-17,Flash Sale
2024-02-18,"Flour, Pasta Sauce, Orange, Vanilla",372,2024-04-18,10% Off
2024-02-19,"Vanilla, Flour, Milk, Almond Milk",62,2024-04-19,Loyalty Discount
2024-02-20,"Brownie, Cheese",117,2024-03-05,10% Off
2024-02-21,Pineapple,358,2024-02-28,Bundle Deal
2024-02-22,Pasta Sauce,119,2024-03-23,Free Shipping
2024-02-23,"Tomato Sauce, Cheese, Fruits, Cinnamon",167,2024-03-24,Free Shipping
2024-02-24,"Tomato Sauce, Berries, Mint, Flour",308,2024-04-24,Bundle Deal
2024-02-25,"Orange, Flour",251,2024-04-25,Bundle Deal
2024-02-26,"Pineapple, Sugar, Butter",457,2024-04-26,5% Off
2024-02-27,"Tomato Sauce, Spices, Fruits",218,2024-04-27,10% Off
2024-02-28,"Milk, Orange",461,2024-03-06,Loyalty Discount
2024-02-29,"Herbal Leaves, Vegetables, Cinnamon",473,2024-03-30,Buy 1 Get 1
2024-03-01,Orange,104,2024-03-08,Buy 1 Get 1
2024-03-02,"Brownie, Vegetables, Fruits",367,2024-03-12,Loyalty Discount
2024-03-03,Almond Milk,316,2024-03-17,Loyalty Discount
2024-03-04,"Fruits, Tortilla, Butter",288,2024-03-19,Bundle Deal
2024-03-05,"Cheese, Coffee Beans",233,2024-04-04,Loyalty Discount
2024-03-06,"Lemon, Spices",469,2024-05-05,Loyalty Discount
2024-03-07,"Coffee Beans, Lemon, Tortilla, Sugar",445,2024-05-06,5% Off
2024-03-08,"Beans, Mint, Cinnamon",265,2024-04-07,5% Off
2024-03-09,"Pasta Sauce, Tortilla",180,2024-04-08,Free Shipping
2024-03-10,"Butter, Pasta Sauce, Cinnamon",174,2024-04-09,Loyalty Discount
2024-03-11,"Cheese, Coffee Beans, Berries",155,2024-04-10,5% Off
2024-03-12,"Almond Milk, Chocolate",197,2024-05-11,5% Off
2024-03-13,Orange,353,2024-03-20,Seasonal Offer
2024-03-14,"Pineapple, Pasta Sauce, Orange, Herbal Leaves",381,2024-04-13,New Year Sale
2024-03-15,Milk,87,2024-03-22,50% Off Clearance
2024-03-16,"Green Tea, Flour, Brownie",438,2024-05-15,10% Off
2024-03-17,Fruits,183,2024-03-24,Seasonal Offer
2024-03-18,"Lemon, Chocolate, Flour, Vegetables",57,2024-05-17,Seasonal Offer
2024-03-19,"Lemon, Tomato Sauce, Cheese, Eggs",290,2024-04-18,Flash Sale
2024-03-20,Cream,326,2024-03-27,Flash Sale
